Episode 1, Score: 79.0, Steps: 596, Episode Time: 0h 0m 7.130397796630859s
Episode 2, Score: 65.0, Steps: 1487, Episode Time: 0h 0m 19.334352254867554s
Episode 3, Score: 58.0, Steps: 876, Episode Time: 0h 0m 11.359540939331055s
Episode 4, Score: 63.0, Steps: 1013, Episode Time: 0h 0m 13.599243640899658s
Episode 5, Score: 61.0, Steps: 1406, Episode Time: 0h 0m 18.511876106262207s
Episode 6, Score: 70.0, Steps: 460, Episode Time: 0h 0m 6.318817615509033s
Episode 7, Score: 74.0, Steps: 522, Episode Time: 0h 0m 7.173240661621094s
Episode 8, Score: 78.0, Steps: 1622, Episode Time: 0h 0m 20.52138638496399s
Episode 9, Score: 104.0, Steps: 405, Episode Time: 0h 0m 6.043658971786499s
Episode 10, Score: 86.0, Steps: 369, Episode Time: 0h 0m 5.190877199172974s
Episode 11, Score: 76.0, Steps: 427, Episode Time: 0h 0m 6.2317564487457275s
Episode 12, Score: 90.0, Steps: 764, Episode Time: 0h 0m 9.866493940353394s
Episode 13, Score: 89.0, Steps: 496, Episode Time: 0h 0m 6.718354940414429s
Episode 14, Score: 64.0, Steps: 699, Episode Time: 0h 0m 9.48189663887024s
Episode 15, Score: 81.0, Steps: 457, Episode Time: 0h 0m 6.105808734893799s
Episode 16, Score: 66.0, Steps: 856, Episode Time: 0h 0m 11.376567125320435s
Episode 17, Score: 73.0, Steps: 2026, Episode Time: 0h 0m 25.210855960845947s
Episode 18, Score: 65.0, Steps: 1195, Episode Time: 0h 0m 15.282747030258179s
Episode 19, Score: 73.0, Steps: 671, Episode Time: 0h 0m 9.205021381378174s
Episode 20, Score: 84.0, Steps: 565, Episode Time: 0h 0m 8.803559303283691s
Episode 21, Score: 127.0, Steps: 329, Episode Time: 0h 0m 4.978297710418701s
Episode 22, Score: 79.0, Steps: 1229, Episode Time: 0h 0m 15.670922994613647s
Episode 23, Score: 58.0, Steps: 1355, Episode Time: 0h 0m 17.490084886550903s
Episode 24, Score: 53.0, Steps: 924, Episode Time: 0h 0m 12.314258337020874s
Episode 25, Score: 82.0, Steps: 1451, Episode Time: 0h 0m 18.421019077301025s
Episode 26, Score: 91.0, Steps: 739, Episode Time: 0h 0m 9.729472875595093s
Episode 27, Score: 95.0, Steps: 417, Episode Time: 0h 0m 6.866099119186401s
Episode 28, Score: 96.0, Steps: 450, Episode Time: 0h 0m 6.341846227645874s
Episode 29, Score: 77.0, Steps: 383, Episode Time: 0h 0m 5.233956336975098s
Episode 30, Score: 80.0, Steps: 471, Episode Time: 0h 0m 6.560138463973999s
Episode 31, Score: 74.0, Steps: 1144, Episode Time: 0h 0m 14.709923267364502s
Episode 32, Score: 99.0, Steps: 678, Episode Time: 0h 0m 9.570244789123535s
Episode 33, Score: 77.0, Steps: 465, Episode Time: 0h 0m 6.599912643432617s
Episode 34, Score: 77.0, Steps: 466, Episode Time: 0h 0m 6.359945297241211s
Episode 35, Score: 81.0, Steps: 1086, Episode Time: 0h 0m 13.873343467712402s
Episode 36, Score: 79.0, Steps: 365, Episode Time: 0h 0m 5.6865527629852295s
Episode 37, Score: 41.0, Steps: 519, Episode Time: 0h 0m 7.2683422565460205s
Episode 38, Score: 69.0, Steps: 694, Episode Time: 0h 0m 9.3140709400177s
Episode 39, Score: 85.0, Steps: 476, Episode Time: 0h 0m 6.799038887023926s
Episode 40, Score: 62.0, Steps: 719, Episode Time: 0h 0m 9.343071460723877s
Episode 41, Score: 96.0, Steps: 1203, Episode Time: 0h 0m 15.475515604019165s
Episode 42, Score: 48.0, Steps: 1121, Episode Time: 0h 0m 14.933349609375s
Episode 43, Score: 68.0, Steps: 2524, Episode Time: 0h 0m 31.598543167114258s
Episode 44, Score: 57.0, Steps: 1932, Episode Time: 0h 0m 24.7237708568573s
Episode 45, Score: 83.0, Steps: 416, Episode Time: 0h 0m 6.137679576873779s
Episode 46, Score: 93.0, Steps: 415, Episode Time: 0h 0m 5.810406684875488s
Episode 47, Score: 85.0, Steps: 342, Episode Time: 0h 0m 4.942731618881226s
Episode 48, Score: 106.0, Steps: 359, Episode Time: 0h 0m 5.354034900665283s
Episode 49, Score: 101.0, Steps: 310, Episode Time: 0h 0m 4.433390855789185s
Episode 50, Score: 44.0, Steps: 332, Episode Time: 0h 0m 4.93863582611084s
Episode 51, Score: 95.0, Steps: 387, Episode Time: 0h 0m 5.321320533752441s
Episode 52, Score: 92.0, Steps: 327, Episode Time: 0h 0m 4.667342185974121s
Episode 53, Score: 84.0, Steps: 334, Episode Time: 0h 0m 4.9416656494140625s
Episode 54, Score: 88.0, Steps: 334, Episode Time: 0h 0m 4.7495973110198975s
Episode 55, Score: 75.0, Steps: 347, Episode Time: 0h 0m 4.916576862335205s
Episode 56, Score: 64.0, Steps: 365, Episode Time: 0h 0m 5.5601441860198975s
Episode 57, Score: 76.0, Steps: 419, Episode Time: 0h 0m 6.193774461746216s
Episode 58, Score: 79.0, Steps: 874, Episode Time: 0h 0m 11.301530599594116s
Episode 59, Score: 68.0, Steps: 504, Episode Time: 0h 0m 7.003273248672485s
Episode 60, Score: 65.0, Steps: 379, Episode Time: 0h 0m 5.267946481704712s
Episode 61, Score: 94.0, Steps: 318, Episode Time: 0h 0m 4.647618055343628s
Episode 62, Score: 94.0, Steps: 390, Episode Time: 0h 0m 5.96240758895874s
Episode 63, Score: 100.0, Steps: 359, Episode Time: 0h 0m 5.2359700202941895s
Episode 64, Score: 82.0, Steps: 496, Episode Time: 0h 0m 6.6909613609313965s
Episode 65, Score: 60.0, Steps: 449, Episode Time: 0h 0m 6.648190021514893s
Episode 66, Score: 57.0, Steps: 353, Episode Time: 0h 0m 5.080782651901245s
Episode 67, Score: 115.0, Steps: 696, Episode Time: 0h 0m 9.452357292175293s
Episode 68, Score: 61.0, Steps: 565, Episode Time: 0h 0m 8.508293628692627s
Episode 69, Score: 63.0, Steps: 1165, Episode Time: 0h 0m 15.366562604904175s
Episode 70, Score: 137.0, Steps: 419, Episode Time: 0h 0m 6.136721611022949s
Episode 71, Score: 86.0, Steps: 389, Episode Time: 0h 0m 5.2970499992370605s
Episode 72, Score: 99.0, Steps: 375, Episode Time: 0h 0m 5.662691831588745s
Episode 73, Score: 77.0, Steps: 372, Episode Time: 0h 0m 5.462255001068115s
Episode 74, Score: 84.0, Steps: 403, Episode Time: 0h 0m 5.584403991699219s
Episode 75, Score: 64.0, Steps: 1082, Episode Time: 0h 0m 13.918417930603027s
Episode 76, Score: 99.0, Steps: 877, Episode Time: 0h 0m 11.468044757843018s
Episode 77, Score: 71.0, Steps: 426, Episode Time: 0h 0m 6.054141521453857s
Episode 78, Score: 52.0, Steps: 1022, Episode Time: 0h 0m 13.35201621055603s
Episode 79, Score: 73.0, Steps: 894, Episode Time: 0h 0m 11.459856271743774s
Episode 80, Score: 61.0, Steps: 1372, Episode Time: 0h 0m 17.80177092552185s
