Episode 1, Score: 68.0, Steps: 601, Episode Time: 0h 0m 7.458632707595825s
Episode 2, Score: 74.0, Steps: 932, Episode Time: 0h 0m 13.056149244308472s
Episode 3, Score: 65.0, Steps: 944, Episode Time: 0h 0m 12.926879167556763s
Episode 4, Score: 47.0, Steps: 1392, Episode Time: 0h 0m 18.470840215682983s
Episode 5, Score: 60.0, Steps: 1367, Episode Time: 0h 0m 19.938072204589844s
Episode 6, Score: 32.0, Steps: 1369, Episode Time: 0h 0m 17.90238070487976s
Episode 7, Score: 58.0, Steps: 2015, Episode Time: 0h 0m 25.588245630264282s
Episode 8, Score: 78.0, Steps: 632, Episode Time: 0h 0m 8.494606733322144s
Episode 9, Score: 97.0, Steps: 879, Episode Time: 0h 0m 11.910918712615967s
Episode 10, Score: 100.0, Steps: 475, Episode Time: 0h 0m 6.795311212539673s
Episode 11, Score: 75.0, Steps: 725, Episode Time: 0h 0m 9.892663955688477s
Episode 12, Score: 65.0, Steps: 548, Episode Time: 0h 0m 7.361536026000977s
Episode 13, Score: 71.0, Steps: 663, Episode Time: 0h 0m 9.549069881439209s
Episode 14, Score: 65.0, Steps: 1363, Episode Time: 0h 0m 17.59620475769043s
Episode 15, Score: 46.0, Steps: 1521, Episode Time: 0h 0m 19.992119312286377s
Episode 16, Score: 77.0, Steps: 1418, Episode Time: 0h 0m 18.260002374649048s
Episode 17, Score: 75.0, Steps: 403, Episode Time: 0h 0m 6.168583631515503s
Episode 18, Score: 81.0, Steps: 1091, Episode Time: 0h 0m 14.532949686050415s
Episode 19, Score: 75.0, Steps: 1528, Episode Time: 0h 0m 19.6209237575531s
Episode 20, Score: 78.0, Steps: 573, Episode Time: 0h 0m 8.167289733886719s
Episode 21, Score: 66.0, Steps: 1092, Episode Time: 0h 0m 14.58006739616394s
Episode 22, Score: 57.0, Steps: 469, Episode Time: 0h 0m 6.684026718139648s
Episode 23, Score: 90.0, Steps: 471, Episode Time: 0h 0m 6.888221979141235s
Episode 24, Score: 90.0, Steps: 988, Episode Time: 0h 0m 12.87389874458313s
Episode 25, Score: 79.0, Steps: 661, Episode Time: 0h 0m 8.841630458831787s
Episode 26, Score: 79.0, Steps: 679, Episode Time: 0h 0m 9.282119274139404s
Episode 27, Score: 84.0, Steps: 663, Episode Time: 0h 0m 8.802599430084229s
Episode 28, Score: 96.0, Steps: 515, Episode Time: 0h 0m 7.073393821716309s
Episode 29, Score: 91.0, Steps: 428, Episode Time: 0h 0m 6.059516668319702s
Episode 30, Score: 77.0, Steps: 698, Episode Time: 0h 0m 9.588276624679565s
Episode 31, Score: 84.0, Steps: 544, Episode Time: 0h 0m 7.803744792938232s
Episode 32, Score: 74.0, Steps: 1751, Episode Time: 0h 0m 22.654132843017578s
Episode 33, Score: 71.0, Steps: 1986, Episode Time: 0h 0m 26.249858617782593s
Episode 34, Score: 54.0, Steps: 1306, Episode Time: 0h 0m 17.094144821166992s
Episode 35, Score: 59.0, Steps: 1065, Episode Time: 0h 0m 14.009824991226196s
Episode 36, Score: 87.0, Steps: 484, Episode Time: 0h 0m 6.6113526821136475s
Episode 37, Score: 70.0, Steps: 1388, Episode Time: 0h 0m 18.75806474685669s
Episode 38, Score: 89.0, Steps: 973, Episode Time: 0h 0m 12.909906387329102s
Episode 39, Score: 78.0, Steps: 418, Episode Time: 0h 0m 5.795588493347168s
Episode 40, Score: 53.0, Steps: 885, Episode Time: 0h 0m 12.879566669464111s
Episode 41, Score: 63.0, Steps: 1002, Episode Time: 0h 0m 13.11175274848938s
Episode 42, Score: 65.0, Steps: 927, Episode Time: 0h 0m 12.298688650131226s
Episode 43, Score: 77.0, Steps: 1057, Episode Time: 0h 0m 14.041802644729614s
Episode 44, Score: 87.0, Steps: 699, Episode Time: 0h 0m 9.30697512626648s
Episode 45, Score: 67.0, Steps: 470, Episode Time: 0h 0m 7.429656505584717s
Episode 46, Score: 71.0, Steps: 1924, Episode Time: 0h 0m 26.182684421539307s
Episode 47, Score: 63.0, Steps: 1700, Episode Time: 0h 0m 22.114675760269165s
Episode 48, Score: 91.0, Steps: 1843, Episode Time: 0h 0m 23.63432812690735s
Episode 49, Score: 47.0, Steps: 1334, Episode Time: 0h 0m 17.7505202293396s
Episode 50, Score: 63.0, Steps: 1775, Episode Time: 0h 0m 23.328614234924316s
Episode 51, Score: 67.0, Steps: 638, Episode Time: 0h 0m 8.852808713912964s
Episode 52, Score: 68.0, Steps: 508, Episode Time: 0h 0m 7.111375570297241s
Episode 53, Score: 85.0, Steps: 324, Episode Time: 0h 0m 5.328099966049194s
Episode 54, Score: 80.0, Steps: 468, Episode Time: 0h 0m 6.787014007568359s
Episode 55, Score: 82.0, Steps: 443, Episode Time: 0h 0m 6.514057636260986s
Episode 56, Score: 101.0, Steps: 425, Episode Time: 0h 0m 5.912482976913452s
Episode 57, Score: 91.0, Steps: 1157, Episode Time: 0h 0m 15.132625341415405s
Episode 58, Score: 76.0, Steps: 333, Episode Time: 0h 0m 5.414126873016357s
Episode 59, Score: 80.0, Steps: 359, Episode Time: 0h 0m 5.230886697769165s
Episode 60, Score: 102.0, Steps: 326, Episode Time: 0h 0m 4.7838921546936035s
Episode 61, Score: 56.0, Steps: 372, Episode Time: 0h 0m 5.321098804473877s
Episode 62, Score: 78.0, Steps: 471, Episode Time: 0h 0m 6.39678430557251s
Episode 63, Score: 93.0, Steps: 422, Episode Time: 0h 0m 5.755365610122681s
Episode 64, Score: 55.0, Steps: 388, Episode Time: 0h 0m 6.157641172409058s
Episode 65, Score: 82.0, Steps: 537, Episode Time: 0h 0m 7.404727935791016s
Episode 66, Score: 72.0, Steps: 649, Episode Time: 0h 0m 8.667751550674438s
Episode 67, Score: 89.0, Steps: 1631, Episode Time: 0h 0m 21.238032579421997s
Episode 68, Score: 100.0, Steps: 393, Episode Time: 0h 0m 5.616472482681274s
Episode 69, Score: 104.0, Steps: 434, Episode Time: 0h 0m 6.144762754440308s
Episode 70, Score: 66.0, Steps: 395, Episode Time: 0h 0m 5.902726173400879s
Episode 71, Score: 95.0, Steps: 370, Episode Time: 0h 0m 5.7952587604522705s
Episode 72, Score: 117.0, Steps: 451, Episode Time: 0h 0m 6.627376556396484s
Episode 73, Score: 116.0, Steps: 411, Episode Time: 0h 0m 5.78454852104187s
Episode 74, Score: 95.0, Steps: 479, Episode Time: 0h 0m 6.671171188354492s
Episode 75, Score: 93.0, Steps: 381, Episode Time: 0h 0m 5.743377208709717s
Episode 76, Score: 117.0, Steps: 399, Episode Time: 0h 0m 5.635541200637817s
Episode 77, Score: 83.0, Steps: 417, Episode Time: 0h 0m 6.092744827270508s
Episode 78, Score: 90.0, Steps: 453, Episode Time: 0h 0m 6.287914514541626s
Episode 79, Score: 99.0, Steps: 436, Episode Time: 0h 0m 6.131629943847656s
Episode 80, Score: 101.0, Steps: 444, Episode Time: 0h 0m 6.263976097106934s
Episode 81, Score: 75.0, Steps: 313, Episode Time: 0h 0m 4.992794752120972s
Episode 82, Score: 107.0, Steps: 434, Episode Time: 0h 0m 6.5782928466796875s
Episode 83, Score: 103.0, Steps: 506, Episode Time: 0h 0m 7.4188008308410645s
Episode 84, Score: 82.0, Steps: 368, Episode Time: 0h 0m 5.402354717254639s
Episode 85, Score: 68.0, Steps: 398, Episode Time: 0h 0m 5.540097236633301s
Episode 86, Score: 58.0, Steps: 397, Episode Time: 0h 0m 5.9297401905059814s
Episode 87, Score: 83.0, Steps: 334, Episode Time: 0h 0m 5.1849586963653564s
Episode 88, Score: 81.0, Steps: 414, Episode Time: 0h 0m 6.665118932723999s
Episode 89, Score: 92.0, Steps: 397, Episode Time: 0h 0m 5.811269283294678s
Episode 90, Score: 79.0, Steps: 912, Episode Time: 0h 0m 13.523637294769287s
Episode 91, Score: 76.0, Steps: 466, Episode Time: 0h 0m 6.778900623321533s
Episode 92, Score: 74.0, Steps: 1104, Episode Time: 0h 0m 14.43410062789917s
Episode 93, Score: 97.0, Steps: 981, Episode Time: 0h 0m 12.936006307601929s
Episode 94, Score: 114.0, Steps: 374, Episode Time: 0h 0m 5.579336881637573s
Episode 95, Score: 111.0, Steps: 414, Episode Time: 0h 0m 6.024653673171997s
Episode 96, Score: 100.0, Steps: 388, Episode Time: 0h 0m 5.59134840965271s
Episode 97, Score: 66.0, Steps: 381, Episode Time: 0h 0m 5.609325170516968s
Episode 98, Score: 109.0, Steps: 438, Episode Time: 0h 0m 6.06861138343811s
Episode 99, Score: 105.0, Steps: 374, Episode Time: 0h 0m 5.820307016372681s
Episode 100, Score: 105.0, Steps: 420, Episode Time: 0h 0m 5.989479303359985s
Episode 101, Score: 118.0, Steps: 485, Episode Time: 0h 0m 7.16136908531189s
Episode 102, Score: 129.0, Steps: 402, Episode Time: 0h 0m 5.92052149772644s
Episode 103, Score: 83.0, Steps: 432, Episode Time: 0h 0m 5.984612226486206s
Episode 104, Score: 114.0, Steps: 367, Episode Time: 0h 0m 5.189968585968018s
Episode 105, Score: 102.0, Steps: 433, Episode Time: 0h 0m 6.461849212646484s
Episode 106, Score: 76.0, Steps: 543, Episode Time: 0h 0m 7.8250815868377686s
Episode 107, Score: 72.0, Steps: 371, Episode Time: 0h 0m 5.486302852630615s
Episode 108, Score: 70.0, Steps: 874, Episode Time: 0h 0m 12.06517243385315s
Episode 109, Score: 87.0, Steps: 354, Episode Time: 0h 0m 5.336453676223755s
