Episode 1, Score: 47.0, Steps: 818, Episode Time: 0h 0m 10.635111331939697s
Episode 41, Score: 57.0, Steps: 431, Episode Time: 0h 0m 6.610898971557617s
Episode 42, Score: 78.0, Steps: 937, Episode Time: 0h 0m 12.656498432159424s
Episode 43, Score: 64.0, Steps: 435, Episode Time: 0h 0m 6.617122650146484s
Episode 44, Score: 72.0, Steps: 647, Episode Time: 0h 0m 8.748521566390991s
Episode 45, Score: 73.0, Steps: 718, Episode Time: 0h 0m 9.718528747558594s
Episode 46, Score: 70.0, Steps: 732, Episode Time: 0h 0m 10.186561107635498s
Episode 47, Score: 90.0, Steps: 1666, Episode Time: 0h 0m 22.26173973083496s
Episode 48, Score: 92.0, Steps: 487, Episode Time: 0h 0m 6.814137935638428s
Episode 49, Score: 50.0, Steps: 1353, Episode Time: 0h 0m 17.915417909622192s
Episode 50, Score: 82.0, Steps: 499, Episode Time: 0h 0m 7.442677736282349s
Episode 51, Score: 58.0, Steps: 919, Episode Time: 0h 0m 12.03152585029602s
Episode 52, Score: 82.0, Steps: 1052, Episode Time: 0h 0m 13.933468341827393s
Episode 53, Score: 98.0, Steps: 446, Episode Time: 0h 0m 6.444851875305176s
Episode 54, Score: 102.0, Steps: 1065, Episode Time: 0h 0m 14.28057599067688s
Episode 55, Score: 60.0, Steps: 475, Episode Time: 0h 0m 6.907193422317505s
Episode 56, Score: 54.0, Steps: 1114, Episode Time: 0h 0m 14.530797243118286s
Episode 57, Score: 105.0, Steps: 884, Episode Time: 0h 0m 11.906148195266724s
Episode 58, Score: 70.0, Steps: 316, Episode Time: 0h 0m 4.699568748474121s
Episode 59, Score: 85.0, Steps: 315, Episode Time: 0h 0m 4.716497421264648s
Episode 60, Score: 58.0, Steps: 506, Episode Time: 0h 0m 7.181275844573975s
Episode 61, Score: 60.0, Steps: 364, Episode Time: 0h 0m 5.452203750610352s
Episode 62, Score: 80.0, Steps: 409, Episode Time: 0h 0m 6.103474140167236s
Episode 63, Score: 70.0, Steps: 1162, Episode Time: 0h 0m 15.414565801620483s
Episode 64, Score: 78.0, Steps: 583, Episode Time: 0h 0m 7.990154504776001s
Episode 65, Score: 59.0, Steps: 434, Episode Time: 0h 0m 6.6128668785095215s
Episode 66, Score: 76.0, Steps: 464, Episode Time: 0h 0m 6.6619179248809814s
Episode 67, Score: 67.0, Steps: 1460, Episode Time: 0h 0m 19.266477346420288s
Episode 68, Score: 71.0, Steps: 499, Episode Time: 0h 0m 6.917413949966431s
Episode 69, Score: 88.0, Steps: 593, Episode Time: 0h 0m 8.101146221160889s
Episode 70, Score: 90.0, Steps: 481, Episode Time: 0h 0m 6.736338138580322s
Episode 71, Score: 64.0, Steps: 519, Episode Time: 0h 0m 7.44060754776001s
Episode 72, Score: 88.0, Steps: 1811, Episode Time: 0h 0m 23.730716705322266s
Episode 73, Score: 101.0, Steps: 339, Episode Time: 0h 0m 5.172084093093872s
Episode 74, Score: 96.0, Steps: 440, Episode Time: 0h 0m 6.477896690368652s
Episode 75, Score: 46.0, Steps: 688, Episode Time: 0h 0m 9.698405742645264s
Episode 76, Score: 107.0, Steps: 396, Episode Time: 0h 0m 5.755489110946655s
Episode 77, Score: 94.0, Steps: 510, Episode Time: 0h 0m 7.043347120285034s
Episode 78, Score: 65.0, Steps: 376, Episode Time: 0h 0m 7.498732805252075s
Episode 79, Score: 94.0, Steps: 382, Episode Time: 0h 0m 5.585553884506226s
Episode 80, Score: 67.0, Steps: 551, Episode Time: 0h 0m 7.736814737319946s
Episode 81, Score: 90.0, Steps: 488, Episode Time: 0h 0m 6.891314744949341s
Episode 82, Score: 48.0, Steps: 1197, Episode Time: 0h 0m 15.716081380844116s
Episode 83, Score: 103.0, Steps: 876, Episode Time: 0h 0m 11.962047815322876s
Episode 84, Score: 82.0, Steps: 383, Episode Time: 0h 0m 5.563520193099976s
Episode 85, Score: 71.0, Steps: 883, Episode Time: 0h 0m 12.094189167022705s
Episode 86, Score: 102.0, Steps: 482, Episode Time: 0h 0m 6.897372007369995s
Episode 87, Score: 50.0, Steps: 593, Episode Time: 0h 0m 8.970918893814087s
Episode 88, Score: 91.0, Steps: 387, Episode Time: 0h 0m 5.9615538120269775s
Episode 89, Score: 88.0, Steps: 644, Episode Time: 0h 0m 8.768832206726074s
Episode 90, Score: 91.0, Steps: 668, Episode Time: 0h 0m 9.17854380607605s
Episode 91, Score: 85.0, Steps: 437, Episode Time: 0h 0m 6.185665845870972s
Episode 92, Score: 75.0, Steps: 522, Episode Time: 0h 0m 7.119640827178955s
Episode 93, Score: 48.0, Steps: 408, Episode Time: 0h 0m 5.909409046173096s
Episode 94, Score: 76.0, Steps: 428, Episode Time: 0h 0m 6.2118024826049805s
Episode 95, Score: 70.0, Steps: 452, Episode Time: 0h 0m 7.158445119857788s
Episode 96, Score: 50.0, Steps: 456, Episode Time: 0h 0m 6.6752378940582275s
Episode 97, Score: 93.0, Steps: 399, Episode Time: 0h 0m 5.669176340103149s
Episode 98, Score: 86.0, Steps: 868, Episode Time: 0h 0m 11.787127256393433s
Episode 99, Score: 78.0, Steps: 416, Episode Time: 0h 0m 6.283022165298462s
Episode 100, Score: 70.0, Steps: 393, Episode Time: 0h 0m 5.516232490539551s
Episode 101, Score: 104.0, Steps: 465, Episode Time: 0h 0m 6.792433261871338s
Episode 102, Score: 60.0, Steps: 497, Episode Time: 0h 0m 7.268392086029053s
Episode 103, Score: 86.0, Steps: 415, Episode Time: 0h 0m 6.294963121414185s
Episode 104, Score: 73.0, Steps: 1316, Episode Time: 0h 0m 17.01600480079651s
Episode 105, Score: 64.0, Steps: 463, Episode Time: 0h 0m 6.583281993865967s
Episode 106, Score: 58.0, Steps: 499, Episode Time: 0h 0m 7.063281536102295s
Episode 107, Score: 57.0, Steps: 616, Episode Time: 0h 0m 8.990952491760254s
Episode 108, Score: 65.0, Steps: 1503, Episode Time: 0h 0m 19.482847929000854s
Episode 109, Score: 64.0, Steps: 600, Episode Time: 0h 0m 8.154433488845825s
Episode 110, Score: 58.0, Steps: 933, Episode Time: 0h 0m 12.909644842147827s
Episode 111, Score: 74.0, Steps: 756, Episode Time: 0h 0m 10.496422052383423s
Episode 112, Score: 78.0, Steps: 847, Episode Time: 0h 0m 11.173815250396729s
Episode 113, Score: 67.0, Steps: 1238, Episode Time: 0h 0m 16.165510654449463s
Episode 114, Score: 91.0, Steps: 546, Episode Time: 0h 0m 7.502173662185669s
Episode 115, Score: 63.0, Steps: 710, Episode Time: 0h 0m 9.330090284347534s
Episode 116, Score: 53.0, Steps: 829, Episode Time: 0h 0m 11.230819702148438s
Episode 117, Score: 96.0, Steps: 407, Episode Time: 0h 0m 5.9385011196136475s
Episode 118, Score: 62.0, Steps: 757, Episode Time: 0h 0m 10.14103078842163s
Episode 119, Score: 64.0, Steps: 439, Episode Time: 0h 0m 6.3759870529174805s
Episode 120, Score: 74.0, Steps: 333, Episode Time: 0h 0m 5.207874298095703s
Episode 121, Score: 83.0, Steps: 1008, Episode Time: 0h 0m 13.389766931533813s
Episode 122, Score: 75.0, Steps: 362, Episode Time: 0h 0m 5.5132737159729s
Episode 123, Score: 104.0, Steps: 1102, Episode Time: 0h 0m 14.235972881317139s
Episode 124, Score: 41.0, Steps: 344, Episode Time: 0h 0m 5.298166751861572s
Episode 125, Score: 95.0, Steps: 394, Episode Time: 0h 0m 5.734450340270996s
Episode 126, Score: 82.0, Steps: 401, Episode Time: 0h 0m 5.780619382858276s
Episode 127, Score: 65.0, Steps: 678, Episode Time: 0h 0m 9.188104152679443s
Episode 128, Score: 57.0, Steps: 394, Episode Time: 0h 0m 5.6985955238342285s
Episode 129, Score: 96.0, Steps: 387, Episode Time: 0h 0m 5.7245190143585205s
Episode 130, Score: 58.0, Steps: 1600, Episode Time: 0h 0m 21.335414171218872s
Episode 131, Score: 89.0, Steps: 698, Episode Time: 0h 0m 9.271465063095093s
Episode 132, Score: 63.0, Steps: 387, Episode Time: 0h 0m 5.50234580039978s
Episode 133, Score: 70.0, Steps: 662, Episode Time: 0h 0m 9.250450134277344s
Episode 134, Score: 82.0, Steps: 676, Episode Time: 0h 0m 9.616448402404785s
Episode 135, Score: 70.0, Steps: 1149, Episode Time: 0h 0m 15.146592140197754s
Episode 136, Score: 72.0, Steps: 446, Episode Time: 0h 0m 6.322018146514893s
Episode 137, Score: 77.0, Steps: 459, Episode Time: 0h 0m 6.730201721191406s
Episode 138, Score: 67.0, Steps: 890, Episode Time: 0h 0m 11.945058584213257s
Episode 139, Score: 55.0, Steps: 1017, Episode Time: 0h 0m 13.37536072731018s
Episode 140, Score: 68.0, Steps: 918, Episode Time: 0h 0m 12.466962814331055s
Episode 141, Score: 78.0, Steps: 333, Episode Time: 0h 0m 5.114008188247681s
Episode 142, Score: 68.0, Steps: 1521, Episode Time: 0h 0m 19.808884620666504s
Episode 143, Score: 53.0, Steps: 481, Episode Time: 0h 0m 6.7964186668396s
Episode 144, Score: 91.0, Steps: 558, Episode Time: 0h 0m 7.813175916671753s
Episode 145, Score: 91.0, Steps: 476, Episode Time: 0h 0m 6.727616310119629s
Episode 146, Score: 49.0, Steps: 348, Episode Time: 0h 0m 5.233944416046143s
Episode 147, Score: 65.0, Steps: 386, Episode Time: 0h 0m 5.670522928237915s
Episode 148, Score: 89.0, Steps: 491, Episode Time: 0h 0m 6.997464895248413s
Episode 149, Score: 86.0, Steps: 582, Episode Time: 0h 0m 8.344681024551392s
Episode 150, Score: 97.0, Steps: 674, Episode Time: 0h 0m 9.066944122314453s
Episode 151, Score: 81.0, Steps: 789, Episode Time: 0h 0m 10.734440803527832s
Episode 152, Score: 69.0, Steps: 1023, Episode Time: 0h 0m 13.638805150985718s
Episode 153, Score: 75.0, Steps: 443, Episode Time: 0h 0m 6.734826326370239s
Episode 154, Score: 68.0, Steps: 1178, Episode Time: 0h 0m 16.112415552139282s
Episode 155, Score: 88.0, Steps: 1355, Episode Time: 0h 0m 18.065512895584106s
Episode 156, Score: 98.0, Steps: 835, Episode Time: 0h 0m 11.111659049987793s
Episode 157, Score: 60.0, Steps: 456, Episode Time: 0h 0m 6.508394718170166s
Episode 158, Score: 92.0, Steps: 1376, Episode Time: 0h 0m 17.95659828186035s
Episode 159, Score: 63.0, Steps: 1053, Episode Time: 0h 0m 14.194138765335083s
Episode 160, Score: 68.0, Steps: 360, Episode Time: 0h 0m 5.53449273109436s
Episode 161, Score: 64.0, Steps: 1016, Episode Time: 0h 0m 13.79978322982788s
Episode 162, Score: 88.0, Steps: 624, Episode Time: 0h 0m 8.714664459228516s
Episode 163, Score: 69.0, Steps: 393, Episode Time: 0h 0m 5.640355348587036s
Episode 164, Score: 81.0, Steps: 503, Episode Time: 0h 0m 7.272927284240723s
Episode 165, Score: 57.0, Steps: 1495, Episode Time: 0h 0m 20.656677722930908s
Episode 166, Score: 54.0, Steps: 565, Episode Time: 0h 0m 7.935381650924683s
Episode 167, Score: 71.0, Steps: 372, Episode Time: 0h 0m 6.943120718002319s
Episode 168, Score: 72.0, Steps: 397, Episode Time: 0h 0m 5.797638654708862s
Episode 169, Score: 44.0, Steps: 1078, Episode Time: 0h 0m 14.425905704498291s
Episode 170, Score: 87.0, Steps: 426, Episode Time: 0h 0m 6.233905553817749s
Episode 171, Score: 63.0, Steps: 995, Episode Time: 0h 0m 13.417382717132568s
Episode 172, Score: 59.0, Steps: 1312, Episode Time: 0h 0m 17.192464590072632s
Episode 173, Score: 102.0, Steps: 535, Episode Time: 0h 0m 7.630859136581421s
Episode 174, Score: 112.0, Steps: 350, Episode Time: 0h 0m 5.478267669677734s
Episode 175, Score: 87.0, Steps: 402, Episode Time: 0h 0m 5.856847763061523s
Episode 176, Score: 92.0, Steps: 393, Episode Time: 0h 0m 5.9216225147247314s
Episode 177, Score: 72.0, Steps: 514, Episode Time: 0h 0m 7.439770460128784s
Episode 178, Score: 53.0, Steps: 1397, Episode Time: 0h 0m 18.228719472885132s
Episode 179, Score: 71.0, Steps: 417, Episode Time: 0h 0m 5.826855659484863s
Episode 180, Score: 79.0, Steps: 488, Episode Time: 0h 0m 7.099367618560791s
Episode 181, Score: 97.0, Steps: 457, Episode Time: 0h 0m 6.5644261837005615s
Episode 182, Score: 70.0, Steps: 442, Episode Time: 0h 0m 6.825419664382935s
Episode 183, Score: 81.0, Steps: 582, Episode Time: 0h 0m 8.790687561035156s
Episode 184, Score: 99.0, Steps: 616, Episode Time: 0h 0m 9.765592813491821s
Episode 185, Score: 81.0, Steps: 1168, Episode Time: 0h 0m 15.67322301864624s
Episode 186, Score: 80.0, Steps: 564, Episode Time: 0h 0m 7.860247850418091s
Episode 187, Score: 71.0, Steps: 1036, Episode Time: 0h 0m 13.626477241516113s
Episode 188, Score: 58.0, Steps: 526, Episode Time: 0h 0m 7.705157995223999s
Episode 189, Score: 59.0, Steps: 957, Episode Time: 0h 0m 13.166110515594482s
Episode 190, Score: 70.0, Steps: 736, Episode Time: 0h 0m 9.896982908248901s
Episode 191, Score: 68.0, Steps: 429, Episode Time: 0h 0m 6.304845333099365s
Episode 192, Score: 48.0, Steps: 656, Episode Time: 0h 0m 9.062055826187134s
Episode 193, Score: 60.0, Steps: 849, Episode Time: 0h 0m 11.446891784667969s
Episode 194, Score: 46.0, Steps: 1141, Episode Time: 0h 0m 15.010741710662842s
Episode 195, Score: 62.0, Steps: 374, Episode Time: 0h 0m 5.4535181522369385s
Episode 196, Score: 99.0, Steps: 705, Episode Time: 0h 0m 9.838482856750488s
Episode 197, Score: 80.0, Steps: 596, Episode Time: 0h 0m 8.370684385299683s
Episode 198, Score: 93.0, Steps: 748, Episode Time: 0h 0m 10.197982549667358s
Episode 199, Score: 74.0, Steps: 331, Episode Time: 0h 0m 4.754833698272705s
Episode 200, Score: 92.0, Steps: 357, Episode Time: 0h 0m 5.515281915664673s
Episode 201, Score: 70.0, Steps: 486, Episode Time: 0h 0m 7.314667701721191s
Episode 202, Score: 100.0, Steps: 372, Episode Time: 0h 0m 6.194849491119385s
Episode 203, Score: 82.0, Steps: 515, Episode Time: 0h 0m 7.7203381061553955s
Episode 204, Score: 92.0, Steps: 514, Episode Time: 0h 0m 7.195623159408569s
Episode 205, Score: 50.0, Steps: 860, Episode Time: 0h 0m 11.587294340133667s
Episode 206, Score: 66.0, Steps: 1501, Episode Time: 0h 0m 19.661875009536743s
Episode 207, Score: 91.0, Steps: 413, Episode Time: 0h 0m 5.9791259765625s
Episode 208, Score: 74.0, Steps: 466, Episode Time: 0h 0m 6.597946405410767s
Episode 209, Score: 50.0, Steps: 1445, Episode Time: 0h 0m 18.830499410629272s
Episode 210, Score: 66.0, Steps: 1237, Episode Time: 0h 0m 16.31409978866577s
Episode 211, Score: 102.0, Steps: 391, Episode Time: 0h 0m 5.97191309928894s
Episode 212, Score: 93.0, Steps: 1142, Episode Time: 0h 0m 15.433876514434814s
Episode 213, Score: 78.0, Steps: 953, Episode Time: 0h 0m 12.603728294372559s
Episode 214, Score: 92.0, Steps: 589, Episode Time: 0h 0m 8.474390983581543s
Episode 215, Score: 80.0, Steps: 706, Episode Time: 0h 0m 9.974516153335571s
Episode 216, Score: 87.0, Steps: 410, Episode Time: 0h 0m 6.23997163772583s
Episode 217, Score: 104.0, Steps: 838, Episode Time: 0h 0m 11.535870790481567s
Episode 218, Score: 75.0, Steps: 860, Episode Time: 0h 0m 11.882148504257202s
Episode 219, Score: 72.0, Steps: 890, Episode Time: 0h 0m 11.973320960998535s
Episode 220, Score: 66.0, Steps: 643, Episode Time: 0h 0m 8.887356519699097s
Episode 221, Score: 56.0, Steps: 504, Episode Time: 0h 0m 6.942295789718628s
Episode 222, Score: 81.0, Steps: 588, Episode Time: 0h 0m 8.001457929611206s
Episode 223, Score: 53.0, Steps: 828, Episode Time: 0h 0m 12.079164505004883s
Episode 224, Score: 80.0, Steps: 405, Episode Time: 0h 0m 6.077773094177246s
Episode 225, Score: 97.0, Steps: 421, Episode Time: 0h 0m 5.955699443817139s
Episode 226, Score: 98.0, Steps: 378, Episode Time: 0h 0m 5.506243467330933s
Episode 227, Score: 78.0, Steps: 606, Episode Time: 0h 0m 8.452499389648438s
Episode 228, Score: 66.0, Steps: 386, Episode Time: 0h 0m 6.053208589553833s
Episode 229, Score: 90.0, Steps: 401, Episode Time: 0h 0m 6.193727970123291s
Episode 230, Score: 82.0, Steps: 1098, Episode Time: 0h 0m 14.596248865127563s
Episode 231, Score: 81.0, Steps: 950, Episode Time: 0h 0m 12.724802494049072s
Episode 232, Score: 96.0, Steps: 467, Episode Time: 0h 0m 7.130717992782593s
Episode 233, Score: 85.0, Steps: 494, Episode Time: 0h 0m 6.848224639892578s
Episode 234, Score: 77.0, Steps: 513, Episode Time: 0h 0m 7.192602872848511s
Episode 235, Score: 64.0, Steps: 1859, Episode Time: 0h 0m 24.98708176612854s
Episode 236, Score: 76.0, Steps: 499, Episode Time: 0h 0m 6.925528049468994s
Episode 237, Score: 93.0, Steps: 546, Episode Time: 0h 0m 7.794939994812012s
Episode 238, Score: 90.0, Steps: 409, Episode Time: 0h 0m 6.200793743133545s
Episode 239, Score: 72.0, Steps: 428, Episode Time: 0h 0m 6.254931688308716s
Episode 240, Score: 88.0, Steps: 375, Episode Time: 0h 0m 5.635189056396484s
Episode 241, Score: 45.0, Steps: 314, Episode Time: 0h 0m 4.799548625946045s
Episode 242, Score: 78.0, Steps: 313, Episode Time: 0h 0m 4.690530061721802s
Episode 243, Score: 64.0, Steps: 374, Episode Time: 0h 0m 5.487326622009277s
Episode 244, Score: 78.0, Steps: 419, Episode Time: 0h 0m 6.013605117797852s
Episode 245, Score: 78.0, Steps: 515, Episode Time: 0h 0m 7.255795240402222s
Episode 246, Score: 71.0, Steps: 381, Episode Time: 0h 0m 5.68837571144104s
Episode 247, Score: 59.0, Steps: 678, Episode Time: 0h 0m 9.2422935962677s
Episode 248, Score: 83.0, Steps: 413, Episode Time: 0h 0m 5.9157326221466064s
Episode 249, Score: 58.0, Steps: 393, Episode Time: 0h 0m 5.6603968143463135s
Episode 250, Score: 70.0, Steps: 449, Episode Time: 0h 0m 7.518049240112305s
Episode 251, Score: 94.0, Steps: 466, Episode Time: 0h 0m 6.647158861160278s
Episode 252, Score: 66.0, Steps: 670, Episode Time: 0h 0m 9.041010856628418s
Episode 253, Score: 83.0, Steps: 462, Episode Time: 0h 0m 6.562223434448242s
Episode 254, Score: 63.0, Steps: 377, Episode Time: 0h 0m 5.877389192581177s
Episode 255, Score: 86.0, Steps: 359, Episode Time: 0h 0m 5.43055272102356s
Episode 256, Score: 70.0, Steps: 423, Episode Time: 0h 0m 5.967474937438965s
Episode 257, Score: 69.0, Steps: 389, Episode Time: 0h 0m 5.8306708335876465s
Episode 258, Score: 95.0, Steps: 485, Episode Time: 0h 0m 6.884358882904053s
Episode 259, Score: 48.0, Steps: 1116, Episode Time: 0h 0m 14.729450702667236s
Episode 260, Score: 96.0, Steps: 926, Episode Time: 0h 0m 12.813205003738403s
Episode 261, Score: 87.0, Steps: 667, Episode Time: 0h 0m 9.152145862579346s
Episode 262, Score: 87.0, Steps: 408, Episode Time: 0h 0m 5.854326009750366s
Episode 263, Score: 67.0, Steps: 869, Episode Time: 0h 0m 11.676178693771362s
Episode 264, Score: 76.0, Steps: 394, Episode Time: 0h 0m 5.988522529602051s
Episode 265, Score: 69.0, Steps: 342, Episode Time: 0h 0m 5.3329527378082275s
Episode 266, Score: 79.0, Steps: 396, Episode Time: 0h 0m 5.692612171173096s
Episode 267, Score: 79.0, Steps: 353, Episode Time: 0h 0m 5.154047727584839s
Episode 268, Score: 93.0, Steps: 684, Episode Time: 0h 0m 9.523046016693115s
Episode 269, Score: 57.0, Steps: 392, Episode Time: 0h 0m 5.747338771820068s
Episode 270, Score: 105.0, Steps: 381, Episode Time: 0h 0m 5.544215202331543s
Episode 271, Score: 70.0, Steps: 348, Episode Time: 0h 0m 5.0528459548950195s
Episode 272, Score: 77.0, Steps: 394, Episode Time: 0h 0m 5.62069296836853s
Episode 273, Score: 96.0, Steps: 364, Episode Time: 0h 0m 5.509129047393799s
Episode 274, Score: 85.0, Steps: 358, Episode Time: 0h 0m 5.413308382034302s
Episode 275, Score: 114.0, Steps: 398, Episode Time: 0h 0m 5.693254709243774s
Episode 276, Score: 66.0, Steps: 384, Episode Time: 0h 0m 5.9305479526519775s
Episode 277, Score: 66.0, Steps: 618, Episode Time: 0h 0m 8.415578603744507s
Episode 278, Score: 84.0, Steps: 820, Episode Time: 0h 0m 11.047033309936523s
Episode 279, Score: 95.0, Steps: 626, Episode Time: 0h 0m 8.613829612731934s
Episode 280, Score: 107.0, Steps: 348, Episode Time: 0h 0m 5.060977220535278s
Episode 281, Score: 62.0, Steps: 512, Episode Time: 0h 0m 7.027787446975708s
Episode 282, Score: 72.0, Steps: 1416, Episode Time: 0h 0m 18.818784475326538s
Episode 283, Score: 65.0, Steps: 516, Episode Time: 0h 0m 7.269601345062256s
Episode 284, Score: 95.0, Steps: 395, Episode Time: 0h 0m 5.651386260986328s
Episode 285, Score: 59.0, Steps: 337, Episode Time: 0h 0m 4.809389352798462s
Episode 286, Score: 97.0, Steps: 371, Episode Time: 0h 0m 5.494248867034912s
Episode 287, Score: 81.0, Steps: 505, Episode Time: 0h 0m 7.2459986209869385s
Episode 288, Score: 75.0, Steps: 402, Episode Time: 0h 0m 5.7072913646698s
Episode 289, Score: 93.0, Steps: 362, Episode Time: 0h 0m 5.168102979660034s
Episode 290, Score: 96.0, Steps: 352, Episode Time: 0h 0m 5.1089818477630615s
Episode 291, Score: 94.0, Steps: 385, Episode Time: 0h 0m 5.969984292984009s
Episode 292, Score: 81.0, Steps: 466, Episode Time: 0h 0m 6.6923277378082275s
Episode 293, Score: 82.0, Steps: 1062, Episode Time: 0h 0m 14.235819339752197s
Episode 294, Score: 76.0, Steps: 342, Episode Time: 0h 0m 4.957073211669922s
Episode 295, Score: 72.0, Steps: 360, Episode Time: 0h 0m 5.365100145339966s
Episode 296, Score: 72.0, Steps: 426, Episode Time: 0h 0m 5.864831924438477s
Episode 297, Score: 99.0, Steps: 414, Episode Time: 0h 0m 6.13764500617981s
Episode 298, Score: 111.0, Steps: 390, Episode Time: 0h 0m 5.917945623397827s
Episode 299, Score: 79.0, Steps: 342, Episode Time: 0h 0m 5.1078290939331055s
Episode 300, Score: 79.0, Steps: 440, Episode Time: 0h 0m 6.389873504638672s
Episode 301, Score: 81.0, Steps: 422, Episode Time: 0h 0m 6.5100743770599365s
Episode 302, Score: 79.0, Steps: 871, Episode Time: 0h 0m 11.80007553100586s
Episode 303, Score: 98.0, Steps: 342, Episode Time: 0h 0m 4.996875524520874s
Episode 304, Score: 120.0, Steps: 388, Episode Time: 0h 0m 5.5913848876953125s
Episode 305, Score: 98.0, Steps: 426, Episode Time: 0h 0m 6.018699645996094s
Episode 306, Score: 67.0, Steps: 375, Episode Time: 0h 0m 5.724588394165039s
Episode 307, Score: 93.0, Steps: 473, Episode Time: 0h 0m 6.841870546340942s
Episode 308, Score: 109.0, Steps: 365, Episode Time: 0h 0m 5.312171459197998s
Episode 309, Score: 82.0, Steps: 603, Episode Time: 0h 0m 8.24260139465332s
Episode 310, Score: 85.0, Steps: 571, Episode Time: 0h 0m 7.94702935218811s
Episode 311, Score: 86.0, Steps: 456, Episode Time: 0h 0m 6.790499210357666s
Episode 312, Score: 92.0, Steps: 603, Episode Time: 0h 0m 8.460428237915039s
Episode 313, Score: 44.0, Steps: 499, Episode Time: 0h 0m 7.903820037841797s
Episode 314, Score: 60.0, Steps: 440, Episode Time: 0h 0m 6.758126497268677s
Episode 315, Score: 71.0, Steps: 1002, Episode Time: 0h 0m 13.711775064468384s
Episode 316, Score: 70.0, Steps: 416, Episode Time: 0h 0m 5.9766175746917725s
Episode 317, Score: 82.0, Steps: 472, Episode Time: 0h 0m 6.558983564376831s
Episode 318, Score: 86.0, Steps: 466, Episode Time: 0h 0m 6.359246015548706s
Episode 319, Score: 100.0, Steps: 432, Episode Time: 0h 0m 6.075610399246216s
Episode 320, Score: 85.0, Steps: 879, Episode Time: 0h 0m 11.829234600067139s
Episode 321, Score: 96.0, Steps: 440, Episode Time: 0h 0m 6.2602643966674805s
Episode 322, Score: 54.0, Steps: 473, Episode Time: 0h 0m 6.680152416229248s
